id_student,code_module,code_presentation,final_result,total_clicks,median_score,late_submission_pct,flag_engagement,flag_score,flag_late,risk_score,risk_category
533697,BBB,2013B,Withdrawn,45.0,60.0,40.0,1,0,1,2,High Risk
533722,BBB,2013B,Distinction,52.0,87.0,45.5,1,0,1,2,High Risk
533737,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
533839,BBB,2013B,Pass,27.0,80.0,54.5,1,0,1,2,High Risk
533846,BBB,2013B,Fail,19.0,,,1,1,1,3,Critical Risk
533969,BBB,2013B,Fail,8.0,70.0,0.0,1,0,0,1,Medium Risk
533996,BBB,2013B,Withdrawn,42.0,70.0,66.7,1,0,1,2,High Risk
534051,BBB,2013B,Fail,22.0,80.0,50.0,1,0,1,2,High Risk
534086,BBB,2013B,Fail,68.0,80.0,45.5,1,0,1,2,High Risk
534151,BBB,2013B,Withdrawn,4.0,80.0,100.0,1,0,1,2,High Risk
534217,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
534343,BBB,2013B,Distinction,91.0,93.0,45.5,0,0,1,1,Medium Risk
534360,BBB,2013B,Pass,11.0,82.0,60.0,1,0,1,2,High Risk
534373,BBB,2013B,Pass,123.0,80.0,45.5,0,0,1,1,Medium Risk
534426,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
534432,BBB,2013B,Pass,44.0,79.0,70.0,1,0,1,2,High Risk
534530,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
534652,BBB,2013B,Distinction,110.0,92.0,66.7,0,0,1,1,Medium Risk
534671,BBB,2013B,Withdrawn,1.0,,,1,1,1,3,Critical Risk
534698,BBB,2013B,Pass,251.0,82.0,40.0,0,0,1,1,Medium Risk
534709,BBB,2013B,Pass,50.0,64.0,77.8,1,0,1,2,High Risk
534713,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
534744,BBB,2013B,Fail,22.0,90.0,66.7,1,0,1,2,High Risk
534758,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
534765,BBB,2013B,Pass,79.0,80.0,60.0,0,0,1,1,Medium Risk
534830,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
534908,BBB,2013B,Fail,10.0,41.0,100.0,1,1,1,3,Critical Risk
534922,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
534983,BBB,2013B,Pass,35.0,65.0,70.0,1,0,1,2,High Risk
534991,BBB,2013B,Pass,30.0,48.0,45.5,1,1,1,3,Critical Risk
535012,BBB,2013B,Fail,47.0,61.5,50.0,1,0,1,2,High Risk
535140,BBB,2013B,Pass,92.0,71.5,50.0,0,0,1,1,Medium Risk
535145,BBB,2013B,Fail,199.0,82.5,50.0,0,0,1,1,Medium Risk
535152,BBB,2013B,Withdrawn,72.0,78.5,100.0,1,0,1,2,High Risk
535155,BBB,2013B,Withdrawn,21.0,80.0,60.0,1,0,1,2,High Risk
535269,BBB,2013B,Withdrawn,33.0,74.0,33.3,1,0,1,2,High Risk
535272,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
535278,BBB,2013B,Fail,28.0,79.0,40.0,1,0,1,2,High Risk
535303,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
535328,BBB,2013B,Pass,51.0,77.0,63.6,1,0,1,2,High Risk
535396,BBB,2013B,Withdrawn,33.0,65.0,60.0,1,0,1,2,High Risk
535407,BBB,2013B,Pass,19.0,80.0,45.5,1,0,1,2,High Risk
535468,BBB,2013B,Pass,167.0,88.0,54.5,0,0,1,1,Medium Risk
535526,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
535530,BBB,2013B,Pass,33.0,87.0,45.5,1,0,1,2,High Risk
535558,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
535605,BBB,2013B,Distinction,688.0,95.0,72.7,0,0,1,1,Medium Risk
535618,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
535755,BBB,2013B,Pass,50.0,76.0,45.5,1,0,1,2,High Risk
535760,BBB,2013B,Pass,29.0,70.0,45.5,1,0,1,2,High Risk
535773,BBB,2013B,Pass,864.0,92.0,60.0,0,0,1,1,Medium Risk
535778,BBB,2013B,Fail,5.0,83.0,33.3,1,0,1,2,High Risk
535800,BBB,2013B,Pass,72.0,80.5,50.0,1,0,1,2,High Risk
535807,BBB,2013B,Fail,53.0,63.0,54.5,1,0,1,2,High Risk
535820,BBB,2013B,Pass,97.0,80.0,44.4,0,0,1,1,Medium Risk
536050,BBB,2013B,Fail,2.0,,,1,1,1,3,Critical Risk
536112,BBB,2013B,Pass,85.0,80.0,60.0,0,0,1,1,Medium Risk
536188,BBB,2013B,Fail,20.0,76.5,50.0,1,0,1,2,High Risk
536189,BBB,2013B,Pass,93.0,87.0,45.5,0,0,1,1,Medium Risk
536203,BBB,2013B,Withdrawn,88.0,45.0,57.1,0,1,1,2,High Risk
536205,BBB,2013B,Pass,14.0,74.0,55.6,1,0,1,2,High Risk
536216,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
536243,BBB,2013B,Fail,2.0,,,1,1,1,3,Critical Risk
536270,BBB,2013B,Withdrawn,34.0,81.5,50.0,1,0,1,2,High Risk
536442,BBB,2013B,Withdrawn,33.0,60.0,71.4,1,0,1,2,High Risk
536452,BBB,2013B,Pass,21.0,77.0,63.6,1,0,1,2,High Risk
536471,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
536510,BBB,2013B,Withdrawn,12.0,65.0,100.0,1,0,1,2,High Risk
536519,BBB,2013B,Withdrawn,34.0,,,1,1,1,3,Critical Risk
536520,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
536551,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
536670,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
536722,BBB,2013B,Fail,64.0,90.0,50.0,1,0,1,2,High Risk
536726,BBB,2013B,Fail,684.0,89.5,50.0,0,0,1,1,Medium Risk
536856,BBB,2013B,Fail,39.0,57.0,60.0,1,0,1,2,High Risk
536900,BBB,2013B,Pass,8.0,80.0,70.0,1,0,1,2,High Risk
537162,BBB,2013B,Pass,445.0,82.5,50.0,0,0,1,1,Medium Risk
537193,BBB,2013B,Pass,264.0,80.0,45.5,0,0,1,1,Medium Risk
537255,BBB,2013B,Pass,619.0,86.5,50.0,0,0,1,1,Medium Risk
537259,BBB,2013B,Fail,98.0,60.0,70.0,0,0,1,1,Medium Risk
537263,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
537320,BBB,2013B,Withdrawn,14.0,,,1,1,1,3,Critical Risk
537342,BBB,2013B,Distinction,108.0,89.0,45.5,0,0,1,1,Medium Risk
537392,BBB,2013B,Withdrawn,19.0,63.0,66.7,1,0,1,2,High Risk
537414,BBB,2013B,Pass,20.0,74.0,63.6,1,0,1,2,High Risk
537433,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
537434,BBB,2013B,Pass,301.0,89.0,54.5,0,0,1,1,Medium Risk
537464,BBB,2013B,Pass,95.0,81.0,45.5,0,0,1,1,Medium Risk
537473,BBB,2013B,Pass,155.0,73.5,50.0,0,0,1,1,Medium Risk
537488,BBB,2013B,Pass,429.0,88.0,60.0,0,0,1,1,Medium Risk
537558,BBB,2013B,Distinction,77.0,88.5,50.0,0,0,1,1,Medium Risk
537572,BBB,2013B,Pass,393.0,76.0,45.5,0,0,1,1,Medium Risk
537584,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
537676,BBB,2013B,Fail,7.0,,,1,1,1,3,Critical Risk
537679,BBB,2013B,Pass,190.0,81.0,63.6,0,0,1,1,Medium Risk
537688,BBB,2013B,Pass,65.0,80.0,54.5,1,0,1,2,High Risk
537704,BBB,2013B,Pass,102.0,65.5,70.0,0,0,1,1,Medium Risk
537844,BBB,2013B,Fail,251.0,74.5,50.0,0,0,1,1,Medium Risk
537875,BBB,2013B,Pass,126.0,88.0,45.5,0,0,1,1,Medium Risk
537898,BBB,2013B,Pass,37.0,69.5,60.0,1,0,1,2,High Risk
537905,BBB,2013B,Distinction,103.0,87.0,45.5,0,0,1,1,Medium Risk
538138,BBB,2013B,Withdrawn,13.0,65.0,0.0,1,0,0,1,Medium Risk
538196,BBB,2013B,Withdrawn,42.0,92.0,50.0,1,0,1,2,High Risk
538221,BBB,2013B,Pass,356.0,80.0,54.5,0,0,1,1,Medium Risk
538232,BBB,2013B,Withdrawn,29.0,77.0,66.7,1,0,1,2,High Risk
538897,BBB,2013B,Distinction,140.0,85.0,90.9,0,0,1,1,Medium Risk
538942,BBB,2013B,Fail,91.0,80.5,60.0,0,0,1,1,Medium Risk
538987,BBB,2013B,Distinction,155.0,95.0,45.5,0,0,1,1,Medium Risk
539041,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
539056,BBB,2013B,Pass,138.0,73.0,63.6,0,0,1,1,Medium Risk
539232,BBB,2013B,Withdrawn,18.0,91.0,100.0,1,0,1,2,High Risk
539253,BBB,2013B,Fail,94.0,71.5,37.5,0,0,1,1,Medium Risk
539265,BBB,2013B,Pass,381.0,79.5,60.0,0,0,1,1,Medium Risk
539303,BBB,2013B,Pass,47.0,84.0,54.5,1,0,1,2,High Risk
539345,BBB,2013B,Pass,11.0,65.0,70.0,1,0,1,2,High Risk
539365,BBB,2013B,Pass,320.0,82.0,45.5,0,0,1,1,Medium Risk
539385,BBB,2013B,Pass,46.0,74.0,72.7,1,0,1,2,High Risk
539416,BBB,2013B,Fail,18.0,,,1,1,1,3,Critical Risk
539418,BBB,2013B,Distinction,459.0,95.0,45.5,0,0,1,1,Medium Risk
539426,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
539558,BBB,2013B,Fail,62.0,69.0,63.6,1,0,1,2,High Risk
539572,BBB,2013B,Pass,45.0,60.0,63.6,1,0,1,2,High Risk
539710,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
539737,BBB,2013B,Pass,8.0,76.5,60.0,1,0,1,2,High Risk
539891,BBB,2013B,Withdrawn,14.0,86.5,100.0,1,0,1,2,High Risk
539962,BBB,2013B,Fail,70.0,80.0,71.4,1,0,1,2,High Risk
540055,BBB,2013B,Distinction,88.0,86.5,50.0,0,0,1,1,Medium Risk
540122,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
540184,BBB,2013B,Pass,1352.0,78.0,45.5,0,0,1,1,Medium Risk
540511,BBB,2013B,Distinction,140.0,79.0,63.6,0,0,1,1,Medium Risk
540513,BBB,2013B,Pass,29.0,77.0,45.5,1,0,1,2,High Risk
540530,BBB,2013B,Fail,19.0,62.5,60.0,1,0,1,2,High Risk
540568,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
540594,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
540607,BBB,2013B,Pass,28.0,92.0,80.0,1,0,1,2,High Risk
540614,BBB,2013B,Pass,133.0,80.5,70.0,0,0,1,1,Medium Risk
540656,BBB,2013B,Pass,42.0,75.0,45.5,1,0,1,2,High Risk
540750,BBB,2013B,Pass,84.0,80.0,45.5,0,0,1,1,Medium Risk
540767,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
540780,BBB,2013B,Distinction,24.0,86.0,45.5,1,0,1,2,High Risk
540787,BBB,2013B,Withdrawn,8.0,83.0,100.0,1,0,1,2,High Risk
540826,BBB,2013B,Fail,63.0,74.0,88.9,1,0,1,2,High Risk
540918,BBB,2013B,Withdrawn,18.0,55.0,0.0,1,0,0,1,Medium Risk
540953,BBB,2013B,Withdrawn,3.0,,,1,1,1,3,Critical Risk
541013,BBB,2013B,Pass,184.0,75.0,72.7,0,0,1,1,Medium Risk
541048,BBB,2013B,Fail,7.0,81.0,50.0,1,0,1,2,High Risk
541061,BBB,2013B,Withdrawn,8.0,,,1,1,1,3,Critical Risk
541073,BBB,2013B,Pass,69.0,80.0,50.0,1,0,1,2,High Risk
541113,BBB,2013B,Pass,31.0,77.0,50.0,1,0,1,2,High Risk
541196,BBB,2013B,Withdrawn,19.0,80.0,33.3,1,0,1,2,High Risk
541231,BBB,2013B,Fail,141.0,69.5,50.0,0,0,1,1,Medium Risk
541232,BBB,2013B,Pass,225.0,75.0,45.5,0,0,1,1,Medium Risk
541363,BBB,2013B,Pass,103.0,67.0,72.7,0,0,1,1,Medium Risk
541523,BBB,2013B,Pass,59.0,87.5,75.0,1,0,1,2,High Risk
541573,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
541697,BBB,2013B,Pass,21.0,78.0,45.5,1,0,1,2,High Risk
541706,BBB,2013B,Fail,31.0,100.0,71.4,1,0,1,2,High Risk
541709,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
541727,BBB,2013B,Withdrawn,15.0,,,1,1,1,3,Critical Risk
541763,BBB,2013B,Fail,18.0,73.0,42.9,1,0,1,2,High Risk
541764,BBB,2013B,Pass,32.0,80.0,45.5,1,0,1,2,High Risk
541794,BBB,2013B,Pass,129.0,86.0,54.5,0,0,1,1,Medium Risk
541803,BBB,2013B,Fail,17.0,85.0,50.0,1,0,1,2,High Risk
541808,BBB,2013B,Pass,16.0,74.0,54.5,1,0,1,2,High Risk
541822,BBB,2013B,Distinction,34.0,80.0,80.0,1,0,1,2,High Risk
541832,BBB,2013B,Fail,65.0,60.0,45.5,1,0,1,2,High Risk
541838,BBB,2013B,Withdrawn,5.0,37.0,0.0,1,1,0,2,High Risk
541884,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
541973,BBB,2013B,Fail,24.0,80.0,71.4,1,0,1,2,High Risk
541985,BBB,2013B,Withdrawn,2.0,,,1,1,1,3,Critical Risk
542010,BBB,2013B,Withdrawn,3.0,75.0,50.0,1,0,1,2,High Risk
542012,BBB,2013B,Fail,6.0,73.0,0.0,1,0,0,1,Medium Risk
542081,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
542084,BBB,2013B,Pass,61.0,77.5,90.0,1,0,1,2,High Risk
542115,BBB,2013B,Fail,46.0,42.0,100.0,1,1,1,3,Critical Risk
542172,BBB,2013B,Withdrawn,4.0,18.0,100.0,1,1,1,3,Critical Risk
542259,BBB,2013B,Withdrawn,58.0,40.0,81.8,1,1,1,3,Critical Risk
542260,BBB,2013B,Fail,13.0,66.5,75.0,1,0,1,2,High Risk
542291,BBB,2013B,Pass,46.0,80.0,66.7,1,0,1,2,High Risk
542396,BBB,2013B,Withdrawn,15.0,73.0,100.0,1,0,1,2,High Risk
542543,BBB,2013B,Fail,4.0,43.0,50.0,1,1,1,3,Critical Risk
542562,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
542602,BBB,2013B,Withdrawn,15.0,,,1,1,1,3,Critical Risk
542613,BBB,2013B,Pass,150.0,82.5,50.0,0,0,1,1,Medium Risk
542622,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
542663,BBB,2013B,Fail,47.0,45.5,50.0,1,1,1,3,Critical Risk
542687,BBB,2013B,Fail,44.0,75.0,0.0,1,0,0,1,Medium Risk
542692,BBB,2013B,Fail,2.0,25.0,0.0,1,1,0,2,High Risk
542745,BBB,2013B,Fail,48.0,69.0,54.5,1,0,1,2,High Risk
542748,BBB,2013B,Distinction,37.0,89.0,45.5,1,0,1,2,High Risk
542760,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
542991,BBB,2013B,Fail,33.0,50.0,77.8,1,1,1,3,Critical Risk
543124,BBB,2013B,Pass,117.0,83.0,45.5,0,0,1,1,Medium Risk
543140,BBB,2013B,Fail,95.0,60.0,60.0,0,0,1,1,Medium Risk
543165,BBB,2013B,Pass,114.0,80.0,54.5,0,0,1,1,Medium Risk
543180,BBB,2013B,Pass,115.0,61.5,50.0,0,0,1,1,Medium Risk
543199,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
543351,BBB,2013B,Pass,73.0,80.0,72.7,1,0,1,2,High Risk
543356,BBB,2013B,Pass,237.0,75.0,45.5,0,0,1,1,Medium Risk
543365,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
543408,BBB,2013B,Withdrawn,3.0,80.0,75.0,1,0,1,2,High Risk
543465,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
543473,BBB,2013B,Pass,133.0,82.0,90.9,0,0,1,1,Medium Risk
543533,BBB,2013B,Withdrawn,40.0,52.5,87.5,1,1,1,3,Critical Risk
543630,BBB,2013B,Fail,32.0,62.5,50.0,1,0,1,2,High Risk
543719,BBB,2013B,Pass,61.0,79.0,60.0,1,0,1,2,High Risk
543853,BBB,2013B,Pass,143.0,84.0,63.6,0,0,1,1,Medium Risk
543864,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
543896,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
543926,BBB,2013B,Withdrawn,26.0,60.0,75.0,1,0,1,2,High Risk
543970,BBB,2013B,Fail,307.0,81.0,40.0,0,0,1,1,Medium Risk
544017,BBB,2013B,Fail,7.0,71.0,50.0,1,0,1,2,High Risk
544186,BBB,2013B,Distinction,78.0,89.0,45.5,0,0,1,1,Medium Risk
544351,BBB,2013B,Fail,148.0,37.5,70.0,0,1,1,2,High Risk
544408,BBB,2013B,Fail,7.0,,,1,1,1,3,Critical Risk
544435,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
544444,BBB,2013B,Withdrawn,52.0,78.0,0.0,1,0,0,1,Medium Risk
544455,BBB,2013B,Pass,321.0,62.5,50.0,0,0,1,1,Medium Risk
544491,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
544500,BBB,2013B,Fail,19.0,70.0,85.7,1,0,1,2,High Risk
544519,BBB,2013B,Fail,30.0,55.0,45.5,1,0,1,2,High Risk
544532,BBB,2013B,Pass,27.0,79.0,45.5,1,0,1,2,High Risk
544627,BBB,2013B,Withdrawn,71.0,63.0,71.4,1,0,1,2,High Risk
544632,BBB,2013B,Pass,93.0,70.0,45.5,0,0,1,1,Medium Risk
544639,BBB,2013B,Fail,14.0,46.0,33.3,1,1,1,3,Critical Risk
544642,BBB,2013B,Pass,87.0,79.0,54.5,0,0,1,1,Medium Risk
544686,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
544741,BBB,2013B,Pass,15.0,75.0,63.6,1,0,1,2,High Risk
544796,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
544848,BBB,2013B,Pass,65.0,91.0,50.0,1,0,1,2,High Risk
544859,BBB,2013B,Fail,70.0,66.0,63.6,1,0,1,2,High Risk
544881,BBB,2013B,Pass,107.0,78.0,80.0,0,0,1,1,Medium Risk
544890,BBB,2013B,Pass,32.0,69.0,63.6,1,0,1,2,High Risk
544978,BBB,2013B,Fail,2.0,72.0,60.0,1,0,1,2,High Risk
544989,BBB,2013B,Fail,93.0,80.0,77.8,0,0,1,1,Medium Risk
545001,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
545041,BBB,2013B,Fail,11.0,80.0,60.0,1,0,1,2,High Risk
545072,BBB,2013B,Fail,2.0,,,1,1,1,3,Critical Risk
545191,BBB,2013B,Pass,185.0,73.0,45.5,0,0,1,1,Medium Risk
545219,BBB,2013B,Withdrawn,15.0,,,1,1,1,3,Critical Risk
545223,BBB,2013B,Withdrawn,411.0,60.0,80.0,0,0,1,1,Medium Risk
545240,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
545337,BBB,2013B,Withdrawn,27.0,,,1,1,1,3,Critical Risk
545340,BBB,2013B,Fail,13.0,100.0,80.0,1,0,1,2,High Risk
545376,BBB,2013B,Withdrawn,24.0,70.0,0.0,1,0,0,1,Medium Risk
545381,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
545392,BBB,2013B,Pass,29.0,80.0,72.7,1,0,1,2,High Risk
545480,BBB,2013B,Withdrawn,74.0,65.0,100.0,1,0,1,2,High Risk
545514,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
545521,BBB,2013B,Withdrawn,4.0,,,1,1,1,3,Critical Risk
545658,BBB,2013B,Pass,63.0,87.0,45.5,1,0,1,2,High Risk
545697,BBB,2013B,Pass,105.0,58.5,50.0,0,0,1,1,Medium Risk
545702,BBB,2013B,Pass,20.0,61.0,63.6,1,0,1,2,High Risk
545725,BBB,2013B,Withdrawn,287.0,79.0,50.0,0,0,1,1,Medium Risk
545780,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
545799,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
545803,BBB,2013B,Fail,53.0,72.0,75.0,1,0,1,2,High Risk
545896,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
545927,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
546015,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
546019,BBB,2013B,Fail,6.0,68.0,0.0,1,0,0,1,Medium Risk
546052,BBB,2013B,Distinction,56.0,92.0,45.5,1,0,1,2,High Risk
546136,BBB,2013B,Withdrawn,34.0,52.0,33.3,1,1,1,3,Critical Risk
546157,BBB,2013B,Pass,20.0,69.0,54.5,1,0,1,2,High Risk
546202,BBB,2013B,Fail,33.0,80.0,75.0,1,0,1,2,High Risk
546322,BBB,2013B,Pass,52.0,70.0,54.5,1,0,1,2,High Risk
546333,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
546407,BBB,2013B,Pass,363.0,86.5,50.0,0,0,1,1,Medium Risk
546428,BBB,2013B,Pass,221.0,80.0,45.5,0,0,1,1,Medium Risk
546455,BBB,2013B,Fail,4.0,,,1,1,1,3,Critical Risk
546500,BBB,2013B,Fail,79.0,80.0,50.0,0,0,1,1,Medium Risk
546533,BBB,2013B,Fail,145.0,80.0,63.6,0,0,1,1,Medium Risk
546609,BBB,2013B,Pass,67.0,93.0,45.5,1,0,1,2,High Risk
546632,BBB,2013B,Pass,175.0,82.0,45.5,0,0,1,1,Medium Risk
546681,BBB,2013B,Fail,2.0,,,1,1,1,3,Critical Risk
546685,BBB,2013B,Pass,140.0,95.0,50.0,0,0,1,1,Medium Risk
546749,BBB,2013B,Distinction,186.0,94.0,60.0,0,0,1,1,Medium Risk
546786,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
546811,BBB,2013B,Pass,16.0,55.0,87.5,1,0,1,2,High Risk
546837,BBB,2013B,Pass,102.0,80.0,54.5,0,0,1,1,Medium Risk
546843,BBB,2013B,Fail,31.0,63.0,55.6,1,0,1,2,High Risk
546892,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
546909,BBB,2013B,Fail,76.0,62.5,50.0,0,0,1,1,Medium Risk
546921,BBB,2013B,Pass,47.0,87.0,88.9,1,0,1,2,High Risk
546941,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
546947,BBB,2013B,Withdrawn,84.0,74.0,66.7,0,0,1,1,Medium Risk
546958,BBB,2013B,Fail,50.0,86.0,57.1,1,0,1,2,High Risk
547052,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
547165,BBB,2013B,Fail,38.0,76.0,50.0,1,0,1,2,High Risk
547192,BBB,2013B,Pass,73.0,88.5,50.0,1,0,1,2,High Risk
547259,BBB,2013B,Distinction,120.0,83.0,60.0,0,0,1,1,Medium Risk
547267,BBB,2013B,Withdrawn,1.0,,,1,1,1,3,Critical Risk
547303,BBB,2013B,Withdrawn,3.0,,,1,1,1,3,Critical Risk
547372,BBB,2013B,Fail,4.0,44.0,100.0,1,1,1,3,Critical Risk
547390,BBB,2013B,Pass,5.0,65.0,44.4,1,0,1,2,High Risk
547403,BBB,2013B,Pass,110.0,71.0,63.6,0,0,1,1,Medium Risk
547409,BBB,2013B,Fail,18.0,63.0,50.0,1,0,1,2,High Risk
547427,BBB,2013B,Pass,45.0,79.0,45.5,1,0,1,2,High Risk
547466,BBB,2013B,Pass,47.0,63.0,90.9,1,0,1,2,High Risk
547472,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
547620,BBB,2013B,Fail,28.0,64.0,40.0,1,0,1,2,High Risk
547663,BBB,2013B,Fail,5.0,,,1,1,1,3,Critical Risk
547689,BBB,2013B,Pass,159.0,94.0,45.5,0,0,1,1,Medium Risk
547690,BBB,2013B,Pass,176.0,92.0,45.5,0,0,1,1,Medium Risk
547697,BBB,2013B,Pass,27.0,90.0,45.5,1,0,1,2,High Risk
547755,BBB,2013B,Withdrawn,139.0,55.0,0.0,0,0,0,0,Low Risk
547757,BBB,2013B,Distinction,153.0,90.0,45.5,0,0,1,1,Medium Risk
547841,BBB,2013B,Distinction,110.0,93.0,55.6,0,0,1,1,Medium Risk
547855,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
547873,BBB,2013B,Pass,27.0,60.0,63.6,1,0,1,2,High Risk
547892,BBB,2013B,Pass,84.0,80.0,50.0,0,0,1,1,Medium Risk
547902,BBB,2013B,Pass,53.0,80.5,50.0,1,0,1,2,High Risk
547903,BBB,2013B,Pass,883.0,82.5,50.0,0,0,1,1,Medium Risk
548090,BBB,2013B,Distinction,249.0,92.5,60.0,0,0,1,1,Medium Risk
548097,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
548106,BBB,2013B,Withdrawn,26.0,,,1,1,1,3,Critical Risk
548124,BBB,2013B,Pass,61.0,85.0,45.5,1,0,1,2,High Risk
548241,BBB,2013B,Pass,55.0,91.5,50.0,1,0,1,2,High Risk
548255,BBB,2013B,Distinction,208.0,90.0,45.5,0,0,1,1,Medium Risk
548275,BBB,2013B,Pass,71.0,79.0,63.6,1,0,1,2,High Risk
548307,BBB,2013B,Fail,26.0,66.5,50.0,1,0,1,2,High Risk
548321,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
548334,BBB,2013B,Pass,109.0,73.0,88.9,0,0,1,1,Medium Risk
548344,BBB,2013B,Fail,2.0,48.0,0.0,1,1,0,2,High Risk
548355,BBB,2013B,Withdrawn,1.0,,,1,1,1,3,Critical Risk
548403,BBB,2013B,Fail,1.0,60.0,0.0,1,0,0,1,Medium Risk
548439,BBB,2013B,Pass,109.0,83.0,45.5,0,0,1,1,Medium Risk
548488,BBB,2013B,Withdrawn,18.0,78.5,100.0,1,0,1,2,High Risk
548504,BBB,2013B,Distinction,17.0,83.0,63.6,1,0,1,2,High Risk
548520,BBB,2013B,Fail,0.0,,,1,1,1,3,Critical Risk
548585,BBB,2013B,Withdrawn,55.0,70.0,40.0,1,0,1,2,High Risk
548617,BBB,2013B,Distinction,94.0,83.5,70.0,0,0,1,1,Medium Risk
548642,BBB,2013B,Withdrawn,37.0,73.0,60.0,1,0,1,2,High Risk
548714,BBB,2013B,Pass,101.0,95.0,62.5,0,0,1,1,Medium Risk
548744,BBB,2013B,Pass,33.0,73.0,45.5,1,0,1,2,High Risk
548791,BBB,2013B,Pass,30.0,74.5,60.0,1,0,1,2,High Risk
548800,BBB,2013B,Withdrawn,1.0,,,1,1,1,3,Critical Risk
548813,BBB,2013B,Fail,1.0,,,1,1,1,3,Critical Risk
548831,BBB,2013B,Withdrawn,0.0,,,1,1,1,3,Critical Risk
548834,BBB,2013B,Pass,168.0,89.0,45.5,0,0,1,1,Medium Risk
548838,BBB,2013B,Pass,57.0,88.0,45.5,1,0,1,2,High Risk
548839,BBB,2013B,Pass,72.0,86.0,63.6,1,0,1,2,High Risk
548843,BBB,2013B,Pass,110.0,81.5,50.0,0,0,1,1,Medium Risk
