id_student,code_module,code_presentation,final_result,total_clicks,median_score,late_submission_pct,engagement_band,score_band
584539,BBB,2014J,Pass,185.0,70.0,20.0,High (151-300),Medium (56-70)
584595,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
584664,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
584733,BBB,2014J,Distinction,88.0,87.0,0.0,Medium (76-150),Very High (86-100)
584864,BBB,2014J,Pass,266.0,65.0,0.0,High (151-300),Medium (56-70)
585074,BBB,2014J,Fail,0.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
585762,BBB,2014J,Pass,45.0,69.0,40.0,Low (26-75),Medium (56-70)
585963,BBB,2014J,Withdrawn,221.0,65.0,0.0,High (151-300),Medium (56-70)
586036,BBB,2014J,Pass,117.0,68.0,0.0,Medium (76-150),Medium (56-70)
586134,BBB,2014J,Pass,92.0,74.0,20.0,Medium (76-150),High (71-85)
586142,BBB,2014J,Distinction,434.0,88.0,0.0,Very High (300+),Very High (86-100)
586180,BBB,2014J,Pass,57.0,69.0,0.0,Low (26-75),Medium (56-70)
586376,BBB,2014J,Pass,114.0,88.0,0.0,Medium (76-150),Very High (86-100)
586398,BBB,2014J,Withdrawn,0.0,100.0,0.0,Very Low (0-25),Very High (86-100)
586502,BBB,2014J,Pass,73.0,54.0,20.0,Low (26-75),Low (41-55)
586516,BBB,2014J,Distinction,329.0,85.0,0.0,Very High (300+),High (71-85)
586561,BBB,2014J,Withdrawn,20.0,50.0,0.0,Very Low (0-25),Low (41-55)
586652,BBB,2014J,Pass,49.0,55.0,0.0,Low (26-75),Low (41-55)
586818,BBB,2014J,Fail,8.0,85.0,0.0,Very Low (0-25),High (71-85)
587037,BBB,2014J,Withdrawn,7.0,35.5,0.0,Very Low (0-25),Very Low (0-40)
587054,BBB,2014J,Pass,163.0,85.0,0.0,High (151-300),High (71-85)
587434,BBB,2014J,Withdrawn,15.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
587459,BBB,2014J,Pass,245.0,72.0,20.0,High (151-300),High (71-85)
587860,BBB,2014J,Pass,33.0,48.0,20.0,Low (26-75),Low (41-55)
588062,BBB,2014J,Withdrawn,11.0,100.0,0.0,Very Low (0-25),Very High (86-100)
588166,BBB,2014J,Withdrawn,2.0,42.0,0.0,Very Low (0-25),Low (41-55)
588207,BBB,2014J,Fail,65.0,100.0,0.0,Low (26-75),Very High (86-100)
588251,BBB,2014J,Fail,73.0,54.0,20.0,Low (26-75),Low (41-55)
588944,BBB,2014J,Pass,89.0,87.0,0.0,Medium (76-150),Very High (86-100)
588991,BBB,2014J,Fail,1.0,100.0,0.0,Very Low (0-25),Very High (86-100)
589133,BBB,2014J,Pass,82.0,75.0,20.0,Medium (76-150),High (71-85)
589554,BBB,2014J,Pass,33.0,82.0,0.0,Low (26-75),High (71-85)
589621,BBB,2014J,Pass,244.0,84.0,0.0,High (151-300),High (71-85)
589935,BBB,2014J,Withdrawn,4.0,67.0,0.0,Very Low (0-25),Medium (56-70)
589968,BBB,2014J,Withdrawn,9.0,1.0,100.0,Very Low (0-25),Very Low (0-40)
590086,BBB,2014J,Pass,15.0,90.0,0.0,Very Low (0-25),Very High (86-100)
590122,BBB,2014J,Pass,44.0,63.0,0.0,Low (26-75),Medium (56-70)
590416,BBB,2014J,Fail,30.0,44.5,0.0,Low (26-75),Low (41-55)
590444,BBB,2014J,Withdrawn,41.0,62.5,75.0,Low (26-75),Medium (56-70)
590593,BBB,2014J,Withdrawn,39.0,91.5,0.0,Low (26-75),Very High (86-100)
590668,BBB,2014J,Pass,123.0,62.0,20.0,Medium (76-150),Medium (56-70)
590764,BBB,2014J,Withdrawn,4.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
590854,BBB,2014J,Distinction,91.0,85.0,0.0,Medium (76-150),High (71-85)
590867,BBB,2014J,Withdrawn,2.0,0.0,0.0,Very Low (0-25),Very Low (0-40)
591159,BBB,2014J,Withdrawn,35.0,86.0,50.0,Low (26-75),Very High (86-100)
591986,BBB,2014J,Withdrawn,22.0,70.0,33.3,Very Low (0-25),Medium (56-70)
591999,BBB,2014J,Withdrawn,50.0,80.0,0.0,Low (26-75),High (71-85)
592090,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
592135,BBB,2014J,Pass,285.0,78.0,0.0,High (151-300),High (71-85)
592139,BBB,2014J,Distinction,104.0,84.0,0.0,Medium (76-150),High (71-85)
592258,BBB,2014J,Pass,214.0,76.0,20.0,High (151-300),High (71-85)
592262,BBB,2014J,Withdrawn,21.0,100.0,0.0,Very Low (0-25),Very High (86-100)
592733,BBB,2014J,Pass,43.0,85.0,20.0,Low (26-75),High (71-85)
592815,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
593000,BBB,2014J,Pass,2.0,50.0,80.0,Very Low (0-25),Low (41-55)
593346,BBB,2014J,Pass,73.0,77.0,20.0,Low (26-75),High (71-85)
593476,BBB,2014J,Pass,63.0,70.0,0.0,Low (26-75),Medium (56-70)
593583,BBB,2014J,Withdrawn,6.0,69.0,33.3,Very Low (0-25),Medium (56-70)
593791,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
593819,BBB,2014J,Withdrawn,2.0,100.0,0.0,Very Low (0-25),Very High (86-100)
594083,BBB,2014J,Pass,95.0,74.0,0.0,Medium (76-150),High (71-85)
594282,BBB,2014J,Distinction,89.0,87.0,0.0,Medium (76-150),Very High (86-100)
594872,BBB,2014J,Pass,73.0,82.0,0.0,Low (26-75),High (71-85)
595018,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
595130,BBB,2014J,Pass,29.0,70.0,20.0,Low (26-75),Medium (56-70)
595137,BBB,2014J,Fail,26.0,56.0,33.3,Low (26-75),Medium (56-70)
595365,BBB,2014J,Pass,100.0,67.0,40.0,Medium (76-150),Medium (56-70)
595421,BBB,2014J,Pass,52.0,65.0,0.0,Low (26-75),Medium (56-70)
595850,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
595892,BBB,2014J,Pass,116.0,72.0,0.0,Medium (76-150),High (71-85)
596072,BBB,2014J,Withdrawn,3.0,100.0,0.0,Very Low (0-25),Very High (86-100)
596128,BBB,2014J,Fail,140.0,60.0,0.0,Medium (76-150),Medium (56-70)
596151,BBB,2014J,Fail,8.0,25.0,50.0,Very Low (0-25),Very Low (0-40)
596496,BBB,2014J,Withdrawn,4.0,100.0,0.0,Very Low (0-25),Very High (86-100)
596513,BBB,2014J,Pass,142.0,75.0,0.0,Medium (76-150),High (71-85)
596728,BBB,2014J,Pass,41.0,82.0,20.0,Low (26-75),High (71-85)
596744,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
596988,BBB,2014J,Pass,65.0,88.0,0.0,Low (26-75),Very High (86-100)
597532,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
597539,BBB,2014J,Fail,15.0,100.0,0.0,Very Low (0-25),Very High (86-100)
597744,BBB,2014J,Withdrawn,16.0,45.0,33.3,Very Low (0-25),Low (41-55)
597853,BBB,2014J,Withdrawn,17.0,86.5,50.0,Very Low (0-25),Very High (86-100)
598035,BBB,2014J,Pass,4.0,60.0,0.0,Very Low (0-25),Medium (56-70)
598201,BBB,2014J,Pass,57.0,72.0,0.0,Low (26-75),High (71-85)
598282,BBB,2014J,Pass,234.0,72.0,0.0,High (151-300),High (71-85)
598313,BBB,2014J,Pass,82.0,71.0,20.0,Medium (76-150),High (71-85)
598317,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
598395,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
598581,BBB,2014J,Pass,35.0,58.0,0.0,Low (26-75),Medium (56-70)
598769,BBB,2014J,Fail,37.0,79.5,0.0,Low (26-75),High (71-85)
598837,BBB,2014J,Pass,99.0,65.0,20.0,Medium (76-150),Medium (56-70)
599108,BBB,2014J,Fail,33.0,82.0,0.0,Low (26-75),High (71-85)
599232,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
599323,BBB,2014J,Fail,48.0,,,Low (26-75),
599355,BBB,2014J,Pass,129.0,76.0,0.0,Medium (76-150),High (71-85)
599644,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
600387,BBB,2014J,Distinction,132.0,80.0,0.0,Medium (76-150),High (71-85)
600398,BBB,2014J,Pass,53.0,65.0,20.0,Low (26-75),Medium (56-70)
600404,BBB,2014J,Fail,11.0,100.0,0.0,Very Low (0-25),Very High (86-100)
600415,BBB,2014J,Pass,121.0,76.0,0.0,Medium (76-150),High (71-85)
600428,BBB,2014J,Pass,53.0,59.0,0.0,Low (26-75),Medium (56-70)
600463,BBB,2014J,Pass,24.0,58.0,0.0,Very Low (0-25),Medium (56-70)
600606,BBB,2014J,Pass,62.0,70.0,0.0,Low (26-75),Medium (56-70)
600658,BBB,2014J,Fail,6.0,100.0,0.0,Very Low (0-25),Very High (86-100)
600664,BBB,2014J,Pass,79.0,75.0,20.0,Medium (76-150),High (71-85)
601247,BBB,2014J,Pass,126.0,69.0,0.0,Medium (76-150),Medium (56-70)
601285,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
601316,BBB,2014J,Withdrawn,35.0,40.5,0.0,Low (26-75),Low (41-55)
601706,BBB,2014J,Pass,108.0,92.0,0.0,Medium (76-150),Very High (86-100)
601803,BBB,2014J,Fail,28.0,85.0,0.0,Low (26-75),High (71-85)
601874,BBB,2014J,Fail,50.0,60.0,0.0,Low (26-75),Medium (56-70)
601882,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
601930,BBB,2014J,Withdrawn,1.0,76.5,0.0,Very Low (0-25),High (71-85)
601983,BBB,2014J,Withdrawn,196.0,64.0,0.0,High (151-300),Medium (56-70)
602109,BBB,2014J,Fail,13.0,58.0,20.0,Very Low (0-25),Medium (56-70)
602448,BBB,2014J,Fail,0.0,57.5,0.0,Very Low (0-25),Medium (56-70)
602471,BBB,2014J,Pass,250.0,62.0,20.0,High (151-300),Medium (56-70)
602570,BBB,2014J,Fail,17.0,45.0,40.0,Very Low (0-25),Low (41-55)
602666,BBB,2014J,Pass,8.0,65.0,60.0,Very Low (0-25),Medium (56-70)
602696,BBB,2014J,Distinction,165.0,88.0,0.0,High (151-300),Very High (86-100)
602779,BBB,2014J,Pass,165.0,65.0,20.0,High (151-300),Medium (56-70)
602865,BBB,2014J,Pass,201.0,65.0,0.0,High (151-300),Medium (56-70)
602943,BBB,2014J,Distinction,94.0,90.0,0.0,Medium (76-150),Very High (86-100)
603055,BBB,2014J,Pass,37.0,65.0,20.0,Low (26-75),Medium (56-70)
603113,BBB,2014J,Pass,111.0,85.0,0.0,Medium (76-150),High (71-85)
603121,BBB,2014J,Fail,0.0,58.0,100.0,Very Low (0-25),Medium (56-70)
603200,BBB,2014J,Pass,34.0,75.0,0.0,Low (26-75),High (71-85)
603203,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
603580,BBB,2014J,Pass,406.0,63.0,0.0,Very High (300+),Medium (56-70)
603731,BBB,2014J,Pass,101.0,65.0,0.0,Medium (76-150),Medium (56-70)
603746,BBB,2014J,Pass,7.0,80.0,20.0,Very Low (0-25),High (71-85)
603921,BBB,2014J,Pass,46.0,75.0,60.0,Low (26-75),High (71-85)
604358,BBB,2014J,Pass,96.0,86.0,0.0,Medium (76-150),Very High (86-100)
604725,BBB,2014J,Distinction,110.0,74.0,0.0,Medium (76-150),High (71-85)
604950,BBB,2014J,Pass,262.0,85.0,40.0,High (151-300),High (71-85)
604990,BBB,2014J,Pass,192.0,65.0,0.0,High (151-300),Medium (56-70)
605068,BBB,2014J,Pass,170.0,65.0,0.0,High (151-300),Medium (56-70)
605089,BBB,2014J,Pass,22.0,54.0,0.0,Very Low (0-25),Low (41-55)
605186,BBB,2014J,Fail,0.0,,,Very Low (0-25),
605243,BBB,2014J,Pass,177.0,76.0,0.0,High (151-300),High (71-85)
605383,BBB,2014J,Withdrawn,0.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
605770,BBB,2014J,Pass,23.0,69.0,0.0,Very Low (0-25),Medium (56-70)
605771,BBB,2014J,Pass,367.0,63.0,20.0,Very High (300+),Medium (56-70)
605901,BBB,2014J,Withdrawn,53.0,90.0,33.3,Low (26-75),Very High (86-100)
606004,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
606027,BBB,2014J,Pass,78.0,78.0,20.0,Medium (76-150),High (71-85)
606105,BBB,2014J,Pass,12.0,68.0,0.0,Very Low (0-25),Medium (56-70)
606134,BBB,2014J,Pass,99.0,82.0,0.0,Medium (76-150),High (71-85)
606239,BBB,2014J,Pass,62.0,72.0,40.0,Low (26-75),High (71-85)
606391,BBB,2014J,Pass,97.0,80.0,0.0,Medium (76-150),High (71-85)
606442,BBB,2014J,Pass,40.0,56.0,0.0,Low (26-75),Medium (56-70)
606517,BBB,2014J,Pass,14.0,60.0,0.0,Very Low (0-25),Medium (56-70)
606531,BBB,2014J,Fail,1.0,30.5,50.0,Very Low (0-25),Very Low (0-40)
606535,BBB,2014J,Pass,348.0,50.0,20.0,Very High (300+),Low (41-55)
606586,BBB,2014J,Pass,1.0,79.0,0.0,Very Low (0-25),High (71-85)
606861,BBB,2014J,Pass,88.0,73.0,0.0,Medium (76-150),High (71-85)
606864,BBB,2014J,Pass,31.0,65.0,0.0,Low (26-75),Medium (56-70)
606914,BBB,2014J,Withdrawn,3.0,42.0,66.7,Very Low (0-25),Low (41-55)
607062,BBB,2014J,Pass,50.0,35.0,0.0,Low (26-75),Very Low (0-40)
607176,BBB,2014J,Withdrawn,53.0,66.0,25.0,Low (26-75),Medium (56-70)
607603,BBB,2014J,Pass,33.0,70.0,20.0,Low (26-75),Medium (56-70)
607923,BBB,2014J,Distinction,124.0,80.0,0.0,Medium (76-150),High (71-85)
608068,BBB,2014J,Withdrawn,5.0,67.0,0.0,Very Low (0-25),Medium (56-70)
608134,BBB,2014J,Pass,48.0,68.0,80.0,Low (26-75),Medium (56-70)
608195,BBB,2014J,Fail,56.0,78.0,0.0,Low (26-75),High (71-85)
608319,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
608448,BBB,2014J,Distinction,199.0,85.0,0.0,High (151-300),High (71-85)
608851,BBB,2014J,Pass,121.0,69.0,0.0,Medium (76-150),Medium (56-70)
609194,BBB,2014J,Pass,29.0,52.0,40.0,Low (26-75),Low (41-55)
609203,BBB,2014J,Fail,111.0,56.0,0.0,Medium (76-150),Medium (56-70)
609403,BBB,2014J,Pass,86.0,62.0,60.0,Medium (76-150),Medium (56-70)
609927,BBB,2014J,Pass,112.0,68.0,20.0,Medium (76-150),Medium (56-70)
610385,BBB,2014J,Pass,196.0,75.0,0.0,High (151-300),High (71-85)
610405,BBB,2014J,Pass,79.0,78.0,0.0,Medium (76-150),High (71-85)
610437,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
610470,BBB,2014J,Pass,179.0,62.0,0.0,High (151-300),Medium (56-70)
610494,BBB,2014J,Withdrawn,1.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
610545,BBB,2014J,Pass,227.0,70.0,0.0,High (151-300),Medium (56-70)
611241,BBB,2014J,Pass,43.0,62.0,20.0,Low (26-75),Medium (56-70)
611268,BBB,2014J,Distinction,198.0,87.0,40.0,High (151-300),Very High (86-100)
611275,BBB,2014J,Withdrawn,31.0,27.5,50.0,Low (26-75),Very Low (0-40)
611329,BBB,2014J,Pass,347.0,70.0,0.0,Very High (300+),Medium (56-70)
611821,BBB,2014J,Pass,103.0,60.0,0.0,Medium (76-150),Medium (56-70)
612135,BBB,2014J,Distinction,102.0,88.0,0.0,Medium (76-150),Very High (86-100)
612230,BBB,2014J,Pass,78.0,81.0,0.0,Medium (76-150),High (71-85)
612247,BBB,2014J,Pass,184.0,67.0,0.0,High (151-300),Medium (56-70)
612337,BBB,2014J,Withdrawn,6.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
612473,BBB,2014J,Withdrawn,2.0,100.0,100.0,Very Low (0-25),Very High (86-100)
612566,BBB,2014J,Pass,184.0,85.0,0.0,High (151-300),High (71-85)
612750,BBB,2014J,Pass,187.0,63.0,20.0,High (151-300),Medium (56-70)
613102,BBB,2014J,Pass,75.0,82.0,0.0,Low (26-75),High (71-85)
613135,BBB,2014J,Fail,16.0,40.0,20.0,Very Low (0-25),Very Low (0-40)
613380,BBB,2014J,Fail,0.0,,,Very Low (0-25),
613909,BBB,2014J,Pass,71.0,75.0,0.0,Low (26-75),High (71-85)
614159,BBB,2014J,Pass,27.0,54.0,0.0,Low (26-75),Low (41-55)
614405,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
615016,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
615165,BBB,2014J,Withdrawn,31.0,76.0,0.0,Low (26-75),High (71-85)
615263,BBB,2014J,Withdrawn,2.0,78.0,0.0,Very Low (0-25),High (71-85)
616660,BBB,2014J,Pass,342.0,83.0,0.0,Very High (300+),High (71-85)
617297,BBB,2014J,Pass,55.0,77.5,75.0,Low (26-75),High (71-85)
617521,BBB,2014J,Pass,64.0,77.0,0.0,Low (26-75),High (71-85)
617525,BBB,2014J,Pass,94.0,81.0,0.0,Medium (76-150),High (71-85)
617530,BBB,2014J,Pass,45.0,60.0,20.0,Low (26-75),Medium (56-70)
617671,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
617804,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
617811,BBB,2014J,Withdrawn,9.0,100.0,0.0,Very Low (0-25),Very High (86-100)
618197,BBB,2014J,Pass,43.0,62.0,0.0,Low (26-75),Medium (56-70)
618589,BBB,2014J,Fail,140.0,40.0,40.0,Medium (76-150),Very Low (0-40)
618734,BBB,2014J,Withdrawn,183.0,77.0,25.0,High (151-300),High (71-85)
618858,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
618960,BBB,2014J,Fail,17.0,79.0,0.0,Very Low (0-25),High (71-85)
618983,BBB,2014J,Fail,232.0,90.0,0.0,High (151-300),Very High (86-100)
618994,BBB,2014J,Pass,93.0,84.0,0.0,Medium (76-150),High (71-85)
619052,BBB,2014J,Fail,10.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
619935,BBB,2014J,Pass,58.0,60.0,20.0,Low (26-75),Medium (56-70)
620000,BBB,2014J,Pass,52.0,85.0,0.0,Low (26-75),High (71-85)
620115,BBB,2014J,Fail,0.0,80.0,0.0,Very Low (0-25),High (71-85)
620135,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
620550,BBB,2014J,Fail,0.0,,,Very Low (0-25),
620655,BBB,2014J,Withdrawn,1.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
620698,BBB,2014J,Pass,129.0,73.0,0.0,Medium (76-150),High (71-85)
621487,BBB,2014J,Pass,13.0,68.0,0.0,Very Low (0-25),Medium (56-70)
621826,BBB,2014J,Pass,26.0,72.0,40.0,Low (26-75),High (71-85)
621856,BBB,2014J,Fail,0.0,,,Very Low (0-25),
621899,BBB,2014J,Withdrawn,1.0,,,Very Low (0-25),
621935,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
622007,BBB,2014J,Fail,12.0,75.0,20.0,Very Low (0-25),High (71-85)
622117,BBB,2014J,Withdrawn,3.0,64.0,50.0,Very Low (0-25),Medium (56-70)
622313,BBB,2014J,Pass,12.0,61.0,0.0,Very Low (0-25),Medium (56-70)
622573,BBB,2014J,Pass,299.0,78.0,0.0,High (151-300),High (71-85)
622722,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
623042,BBB,2014J,Fail,133.0,70.0,60.0,Medium (76-150),Medium (56-70)
623097,BBB,2014J,Pass,96.0,71.0,0.0,Medium (76-150),High (71-85)
623319,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
623376,BBB,2014J,Pass,122.0,72.0,40.0,Medium (76-150),High (71-85)
623441,BBB,2014J,Pass,130.0,69.0,0.0,Medium (76-150),Medium (56-70)
623519,BBB,2014J,Pass,470.0,77.0,0.0,Very High (300+),High (71-85)
623648,BBB,2014J,Pass,122.0,59.0,0.0,Medium (76-150),Medium (56-70)
623689,BBB,2014J,Pass,4.0,85.0,40.0,Very Low (0-25),High (71-85)
624342,BBB,2014J,Pass,71.0,80.0,0.0,Low (26-75),High (71-85)
624709,BBB,2014J,Fail,11.0,,,Very Low (0-25),
624795,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
625666,BBB,2014J,Pass,144.0,68.0,0.0,Medium (76-150),Medium (56-70)
625709,BBB,2014J,Fail,1.0,86.5,0.0,Very Low (0-25),Very High (86-100)
625826,BBB,2014J,Distinction,26.0,83.0,20.0,Low (26-75),High (71-85)
626012,BBB,2014J,Pass,143.0,60.0,20.0,Medium (76-150),Medium (56-70)
626075,BBB,2014J,Pass,10.0,67.0,60.0,Very Low (0-25),Medium (56-70)
626139,BBB,2014J,Pass,152.0,69.0,0.0,High (151-300),Medium (56-70)
626159,BBB,2014J,Pass,921.0,69.0,0.0,Very High (300+),Medium (56-70)
626195,BBB,2014J,Distinction,229.0,84.0,0.0,High (151-300),High (71-85)
626210,BBB,2014J,Fail,108.0,85.0,0.0,Medium (76-150),High (71-85)
626597,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
626646,BBB,2014J,Distinction,93.0,73.0,0.0,Medium (76-150),High (71-85)
626660,BBB,2014J,Withdrawn,4.0,,,Very Low (0-25),
626740,BBB,2014J,Pass,78.0,86.0,20.0,Medium (76-150),Very High (86-100)
626835,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
627119,BBB,2014J,Withdrawn,41.0,1.0,0.0,Low (26-75),Very Low (0-40)
627269,BBB,2014J,Pass,476.0,67.0,0.0,Very High (300+),Medium (56-70)
627563,BBB,2014J,Pass,173.0,87.0,0.0,High (151-300),Very High (86-100)
627660,BBB,2014J,Fail,95.0,59.0,0.0,Medium (76-150),Medium (56-70)
627968,BBB,2014J,Fail,95.0,43.5,0.0,Medium (76-150),Low (41-55)
628388,BBB,2014J,Pass,119.0,83.0,20.0,Medium (76-150),High (71-85)
628435,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
628656,BBB,2014J,Pass,30.0,54.0,0.0,Low (26-75),Low (41-55)
628679,BBB,2014J,Pass,256.0,72.0,0.0,High (151-300),High (71-85)
628819,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
628991,BBB,2014J,Pass,299.0,85.0,0.0,High (151-300),High (71-85)
629053,BBB,2014J,Pass,192.0,75.0,0.0,High (151-300),High (71-85)
629127,BBB,2014J,Pass,559.0,85.0,0.0,Very High (300+),High (71-85)
629245,BBB,2014J,Pass,222.0,55.0,0.0,High (151-300),Low (41-55)
629553,BBB,2014J,Pass,22.0,76.0,0.0,Very Low (0-25),High (71-85)
630274,BBB,2014J,Fail,0.0,,,Very Low (0-25),
630286,BBB,2014J,Fail,80.0,100.0,0.0,Medium (76-150),Very High (86-100)
630343,BBB,2014J,Withdrawn,36.0,73.5,0.0,Low (26-75),High (71-85)
630404,BBB,2014J,Pass,193.0,72.0,0.0,High (151-300),High (71-85)
630465,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
630597,BBB,2014J,Pass,1.0,62.0,0.0,Very Low (0-25),Medium (56-70)
630697,BBB,2014J,Pass,8.0,76.0,20.0,Very Low (0-25),High (71-85)
630716,BBB,2014J,Fail,77.0,71.0,0.0,Medium (76-150),High (71-85)
630773,BBB,2014J,Fail,7.0,75.0,0.0,Very Low (0-25),High (71-85)
630834,BBB,2014J,Pass,190.0,75.0,0.0,High (151-300),High (71-85)
631230,BBB,2014J,Pass,100.0,58.0,0.0,Medium (76-150),Medium (56-70)
631248,BBB,2014J,Pass,103.0,57.0,20.0,Medium (76-150),Medium (56-70)
631266,BBB,2014J,Fail,5.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
631416,BBB,2014J,Pass,3.0,70.0,0.0,Very Low (0-25),Medium (56-70)
631561,BBB,2014J,Fail,17.0,1.0,0.0,Very Low (0-25),Very Low (0-40)
631640,BBB,2014J,Pass,34.0,80.0,0.0,Low (26-75),High (71-85)
631775,BBB,2014J,Fail,55.0,40.0,33.3,Low (26-75),Very Low (0-40)
631954,BBB,2014J,Pass,30.0,67.5,50.0,Low (26-75),Medium (56-70)
632144,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
632255,BBB,2014J,Withdrawn,113.0,53.5,0.0,Medium (76-150),Low (41-55)
632281,BBB,2014J,Pass,75.0,70.0,40.0,Low (26-75),Medium (56-70)
632431,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
632473,BBB,2014J,Fail,56.0,100.0,0.0,Low (26-75),Very High (86-100)
632605,BBB,2014J,Fail,141.0,1.0,0.0,Medium (76-150),Very Low (0-40)
632632,BBB,2014J,Pass,64.0,40.0,20.0,Low (26-75),Very Low (0-40)
632722,BBB,2014J,Withdrawn,28.0,35.0,0.0,Low (26-75),Very Low (0-40)
632955,BBB,2014J,Pass,40.0,70.0,20.0,Low (26-75),Medium (56-70)
633016,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
633206,BBB,2014J,Fail,0.0,,,Very Low (0-25),
633902,BBB,2014J,Pass,1215.0,80.0,80.0,Very High (300+),High (71-85)
633949,BBB,2014J,Distinction,182.0,86.0,0.0,High (151-300),Very High (86-100)
634247,BBB,2014J,Fail,9.0,82.5,50.0,Very Low (0-25),High (71-85)
634636,BBB,2014J,Pass,154.0,53.0,20.0,High (151-300),Low (41-55)
634772,BBB,2014J,Pass,190.0,60.0,0.0,High (151-300),Medium (56-70)
635251,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
635328,BBB,2014J,Fail,10.0,40.0,20.0,Very Low (0-25),Very Low (0-40)
635425,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
635452,BBB,2014J,Pass,130.0,67.0,20.0,Medium (76-150),Medium (56-70)
635561,BBB,2014J,Fail,39.0,58.0,66.7,Low (26-75),Medium (56-70)
635716,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
635777,BBB,2014J,Pass,133.0,68.0,0.0,Medium (76-150),Medium (56-70)
635890,BBB,2014J,Fail,84.0,60.0,0.0,Medium (76-150),Medium (56-70)
635921,BBB,2014J,Pass,25.0,68.0,0.0,Very Low (0-25),Medium (56-70)
635924,BBB,2014J,Pass,86.0,63.0,0.0,Medium (76-150),Medium (56-70)
636064,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
636302,BBB,2014J,Pass,245.0,75.0,0.0,High (151-300),High (71-85)
636525,BBB,2014J,Pass,60.0,73.0,0.0,Low (26-75),High (71-85)
636660,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
636807,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
636953,BBB,2014J,Fail,31.0,1.0,0.0,Low (26-75),Very Low (0-40)
637003,BBB,2014J,Pass,205.0,79.0,0.0,High (151-300),High (71-85)
637063,BBB,2014J,Pass,545.0,75.0,0.0,Very High (300+),High (71-85)
637238,BBB,2014J,Pass,68.0,54.0,0.0,Low (26-75),Low (41-55)
637279,BBB,2014J,Pass,83.0,59.0,60.0,Medium (76-150),Medium (56-70)
637295,BBB,2014J,Withdrawn,0.0,,,Very Low (0-25),
637348,BBB,2014J,Fail,7.0,71.0,0.0,Very Low (0-25),High (71-85)
637370,BBB,2014J,Pass,82.0,63.0,0.0,Medium (76-150),Medium (56-70)
637382,BBB,2014J,Pass,14.0,85.0,0.0,Very Low (0-25),High (71-85)
637388,BBB,2014J,Fail,216.0,75.0,0.0,High (151-300),High (71-85)
637414,BBB,2014J,Distinction,132.0,82.0,0.0,Medium (76-150),High (71-85)
637586,BBB,2014J,Distinction,131.0,92.0,0.0,Medium (76-150),Very High (86-100)
